text,target,char_len,word_count
DrAsl Gaaye RSS Ka Aik Kamyab Azmuda Farmula Hy ,Positive,39,10
Maidan Sajh Gaye ,Positive,14,4
Jalsay Reliyan Naray Shuro ,Positive,23,5
Tamam Masail Ko Tarjehe Bunyadon Par Haal Kia Jayega ,Positive,44,10
Okara Me Tagra Muqabla Hoga ,Positive,23,6
Allah Ne Hr Qism Ka Zulm Haram Qarar Diya Hy,Positive,35,10
Albta PTI Km Tajrubakar Team Ko Ek Partner Mel Hi Gya ,Positive,43,12
PIA Ka Mayyatain Muft Pakistan Lanay Ka Elan ,Positive,37,9
Zabardasti Khalen Wasool Nahi Ki ,Positive,28,6
Stel Mil Mulazmin Ko 2 Mah Ki Tankhain Mil Gai Rpt Jokhio ,Positive,46,13
Pakeeza Rooh Aur Mutmain Zameer Sy Hy ,Positive,31,8
Bharain Sy Pak Ki Numaendgi Krnge ,Positive,28,7
SelfieKing Ban Gia Dulha ,Positive,21,5
PM Ka Youth Business Loan Par Markup 6 Karne Ka Elaan ,Positive,43,12
13 Hamlawar Halak ,Positive,15,4
PEMRA Ki Tv Chanals Ko Behuda Ishtiharat Rokne Ki Hidyat,Positive,47,10
Aj Shab e Juma Hay ,Positive,14,6
Doston ko Bhe Daawat Den ,Positive,20,6
QUIZ Me Shikt Ka Bahut Bahut Shukrya ,Positive,30,8
Baldia Me Police Karwai LGW Karinda Hanif Giriftar ,Positive,43,9
ALLAH Dekh Raha Hai ,Positive,16,5
Farishte Likh Rahe Hain ,Positive,20,5
Mout Har Hal Main Aani Hain,Positive,22,6
Lekan Fuj Kisi B Larai K Lye Tayar Hy ,Positive,29,10
Malir Or Golimar Me Rangers Ki Karwai 9 Mulziman Giriftar ,Positive,48,11
PTI Ka ANP amp JI Se Town Me Ittehad PTI K ,Positive,32,12
SUI Gas k D M D Samait 3 Mulzim Rangers K Hawalay ,Positive,38,13
Quraan Main Sub Kuch Hain ,Positive,21,6
Lakin Jhot Nahi ,Positive,13,4
Insan Main Sub Kuch Hain ,Positive,20,6
Ayaz Sadiq K Bad Siddiq B Out N League Ka Teenon Halqon ,Positive,44,13
Next Election JI K Liye Samnay Aounga ,Positive,31,8
Q K Mafi Mangne K Bad B ,Positive,17,8
QUIZ Me Shirkat Ka Shukrya ,Positive,22,6
K Jo Tere Naseeb Main Hain ,Positive,21,7
Woh Tujhe Zaroor Milega Chahe ,Positive,25,6
Woh 2 Paharon K Neche He Kyun Na Ho ,Positive,27,10
Me Salman Aur Aamir Khan Ek Film Me kam kr Sakte Hen Shahrukh ,Positive,49,14
K Taarikhi Waqiyat ,Positive,16,4
1821 Mexico Azad Mulk Bana ,Positive,22,6
Tail Ki Qematon Main 58 Kami Ho Choki Hy ,Positive,32,10
Ek Shakhs Ban Kr Na Geo Bal K Ek Shakhsiat Ban Kr Geo ,Positive,41,14
Gunah Ka Moqa Na MiLna B ALLAH Ki Nematoon Me Se Aik Nemat He ,Positive,48,15
1 Wo Jo Mushkil Tareen Halaat Me Sath De ,Positive,32,10
Ghussay Ka Karwa Ghoont Pee Jaya Karo ,Positive,31,8
Dosto Ko Dawat Dain ,Positive,16,5
Ya Majidu ko Rozana 300 Bar Parhny ka Mamol Bana Len ,Positive,42,12
InshAllah Ghaib Sey Asbab Bane ge ,Positive,28,7
2 Nafs K Khilaf Jihad Karna JIHAD E AKBAR Hai ,Positive,36,11
Ghar Bethy CNIC Banane K Lye Darkhust Di Ja Skti He ,Positive,41,12
Doston ko Bhe Daawat Den ,Positive,20,6
1 Lac 55 Hazar Logon Ko Rescue Kia Gaya ,Positive,31,10
Jin Se Dust Ulti Ka Khatra He Pani Ubhal Kr Piyen ,Positive,39,12
Sabar Karne Wale Rozedar K Barabr Hota Hain ,Positive,36,9
Landsliding K Bais Shahra e Kaghan Band Nae Huwi ,Positive,40,10
Traffic Rawaan Dawaan Hai Makami Zarai ,Positive,33,7
Mehngai 8 6 Se Kam Ho Kar 4 5 Per Aagai ,Positive,29,12
Mutasireen Ko New Ghar Bana Kar Dengy ,Positive,31,8
Nuqsanat Ka Muawza Ada Karengy ,Positive,26,6
Zindagi Ka Har Din Aakhri Samjho ,Positive,27,7
Ek Wohi Tu Nazar Aata hy Jab Kuch Bhi Nazar Nahi Aata ,Positive,42,13
New Delhi Bharat Main Chand Nazar Aagaya Kal Eid Hogi ,Positive,44,11
Baba Is Me Koi Nqs Ni Hy,Positive,18,7
Likh Kr Aur Network Say Follow KarKay Fori News Hasil Karen,Positive,49,11
Boht Barra Khazana Hay,Positive,19,4
Jalsag Gah PTI Ki Song Say Gunjh Otha,Positive,30,8
Caiptan Ka Shandar Istiqbal,Positive,24,4
Qasimabad Me PPP 27 Me 24 Wards Me Kamyab,Positive,33,9
FBI Ka Call Karne Walo K Khilaf Operation Shuro,Positive,39,9
 In ka ghar bachon ke qehqahon se goonjta rehta hai.,Positive,42,11
 Nahi kabhi nahi.,Positive,14,4
Wo aise aadmi nahi ke aap ko kuch karne par majboor karen. ,Positive,47,13
Wo logon ke sath khilwar nahi karte.,Positive,30,7
To Reham Khan ne kaha ke Imran bohat he ache baap hain. ,Positive,44,13
Step Father ki hesiyat se bhi Imran bohat ache hain.,Positive,43,10
Hamare masaiyl sirf hamare bachon se mutalliq the.,Positive,43,8
Main ne kisi bhi lihaaz se khud ko tabdeel nahi kiya.,Positive,43,11
Yeh apni pasand se meri pehli shadi hai.,Positive,33,8
Ghar mein hum bilkul aik normal couple ki tarah rehte hain.,Positive,49,11
Shaam 7 baje ke bad wo mujhe bhi koi kaam nahi karne dete.,Positive,46,13
Is baat par Reham Khan ne muskurate hue kaha,Positive,36,9
Matlab yeh ke main is hawale se khud par koi dabao nahi leti.,Positive,49,13
Mujhe Gucci ke coat pasand hain. ,Positive,27,7
Kyun ke meri shadi aik bohat he sadah se insaan se hui hai.,Positive,47,13
Lekin phir bhi mujhe new shoes lena bohat acha lagta hai.,Positive,47,11
School aur college mein aap numaya hesiyat ki hamil thein.,Positive,49,10
Talebat ki sargarmiyon mein aap pesh pesh rehti thein.,Positive,46,9
Siyasi kaamon mein bhi Begum Liaquat un ki madad kartein. ,Positive,48,11
Begum Liaquat ne un ki parwarish nihayat zimedari se ki.,Positive,47,10
Aap nihayat hoslamand aur jari khaton thein. ,Positive,38,8
Aap ne art ki classes ki farogh mein aham kirdar ada kiya.,Positive,47,12
Bilquis Edhi ke naam se kon waqif nahi.,Positive,32,8
Dosron ki madad kar ke wo khushi mehsos karti.,Positive,38,9
Helen Keller ke doston ka halka bohat wasi tha.,Positive,39,9
Us dor ke mushahir ke sath us ke gehre taluqat the.,Positive,41,11
Wo nihayat bahimat aur deleer khaton thi.,Positive,35,7
Pheli dafa mera naam gaya tha.,Positive,25,6
Wo marte waqat khush tha.,Positive,21,5
Edhi International Ambulance ka qiyam ,Positive,33,6
Ajj Edhi foundation taraqi ki rah per gamazan hai.,Positive,42,9
Bohtt he aala,Positive,11,3
Es shampoo say bal sarah dil naram rhte ha. Thanks daraz,Positive,46,11
Bht khoob,Positive,8,2
Musalmano ne geographic ko jo taraqqi di hai,Positive,37,8
 Inhe Islamic geographies ka bawa Aadam bhi kehte hain,Positive,45,10
 Inho ne yeh safar husool e ilm ke liye kiya tha,Positive,37,12
 Jise inho ne barhi khush isloobi se anjaam diya tha,Positive,42,11
 Financial times ne unhein woman of the 2013 qarar diya,Positive,45,11
mehnat aur zahanat ne un ka rasta aasan kar deyatha,Positive,42,10
 Bemuhar aamiriyat ko lagam dene ki ehmiyat barhne lagi,Positive,46,10
" Insaf ki lathi, bandoq ko zer kar chuki thi",Positive,35,10
 Taqat ko qanoon manne se inkar kar deya,Positive,32,9
 Umeed ka deya abhi tak jal raha hai,Positive,28,9
 Bhartiyon ko bhari nuqsan howa,Positive,26,6
 Bila akhir bharti foj peche hatne par majbor ho gaye,Positive,43,11
 Thakawat naam ki cheese se to who waqif hi nahein they,Positive,44,12
 Hashim naqabil yaqeen salahyaton ke malik they,Positive,40,8
 Hashim ne jald hi American squash mein apna moqam bana liya,Positive,49,12
Hashim ko bachpen se hi Squash se dilchaspi thi,Positive,39,9
Woh apne daur ke azeem tareen khelari samjhe jate thay,Positive,45,10
Iss tarah ye Roshan ke liye aik bahot bari kamyabi thai,Positive,45,11
Inhe cricket ki duniya mein The Prince bhi kaha jata hai,Positive,46,11
Inho ne aik roza matches mein 299 innings khel kar 40,Positive,43,11
Wo munfarid aur barhe records ke maalik hain,Positive,37,8
Azam Khan bare mehnati aur housla wale khelari thay,Positive,43,9
Lekin is se in ki karkardegi mein koi farq nahi aaya,Positive,42,11
Inho ne fast bowling mein wo khobsurti paida ki,Positive,39,9
Jo is se pehle dekhne mein nahi aai thi,Positive,31,9
15 saal ki umer mein school ki team ke captain ban gae,Positive,43,12
Phir inhe New Zealand ke tour ke liye bhi nominate kiya gaya,Positive,49,12
Tahum yeh ilzaam sabit na ho saka,Positive,27,7
Wasim Akram pukhta iradon ke malik hain,Positive,33,7
County cricket mein Intikhab Alam ke johar khub khule,Positive,45,9
Bare bhai Aftab Alam bare umdah cricketer the,Positive,38,8
Stadium tamashaiyon ki taliyon se gonj utha,Positive,37,7
Runs banne lage,Positive,13,3
"2 bete hain, zindagi se mutmain hai",Positive,29,7
Ideas phainkay gaye aur chand main se aik samne aya.,Positive,43,10
Dekh kar lutf anddoz hone ka acha maoqa mehsoos huwa.,Positive,44,10
Ye bachay ko to sab kuch pata tha.,Positive,27,8
Ahista ahsita saans bahal howa.,Positive,27,5
"Phir ye suna, kay, aap jayen",Positive,23,6
Bohat hi dilchasp maloom hota hai ye circuit.,Positive,38,8
Aglay hi din circuit dekhne ko mila.,Positive,30,7
pe hastay rahay.,Positive,14,3
Is robot ne bhi mazi (past) main maze solve ki thi.,Positive,41,11
Akhir aik adad thank you apne sath le kr bahar nikle.,Positive,43,11
Jb schematic bana chuke to aik aur banene ka socha.,Positive,42,10
jab wo bhi ban gaya to socha k circuit bana hi lo.,Positive,39,12
Kuch na hone se to behtar hi tha.,Positive,26,8
Behtareen quality awesome print super love ,Positive,37,7
acha hy.koi issue nai,Positive,18,4
Bahut achi hai.,Positive,13,3
bhot acha hei,Positive,11,3
Zaberdast sheesha Hai one liqua flavour bhe hai,Positive,40,8
Kafi acha helmet hi,Positive,16,4
behtreen,Positive,8,1
"Ismail Pirzada saab, aap bohat acha kaam kar rahe hai.",Positive,45,10
Itni mushkil nahien hai Sindhi.,Positive,27,5
Shukria.,Positive,8,1
Buht Shukria moderators iska.,Positive,26,4
Ab yeh jagah apni apni lag rahi hay :D,Positive,30,9
yay kya ho rha hai bhai yay kya ho rha hai? :3,Positive,35,12
Is tarah asaan hoga nayi posts ko dekhna.,Positive,34,8
"TALIA, BOUTH KHOOB",Positive,16,3
Aur bhaiyo or meri dosto kiya haal hai aap sub ka?,Positive,40,11
"Bhabi theek thaak hai na, mujhe yaad to nahiin karti na?",Positive,46,11
Altaf Hussain kay  walid India mein station master thay,Positive,46,10
" Shadi kay baad bhi Benazer, Benazir Bhutto kehlati rahein",Positive,49,10
 Sindh kay bay zameen hariyon mein zameen taqseem ki gaien,Positive,48,11
 Wasti Asia Muslim mumalik say taluqat mustahkam keye gaye,Positive,49,10
 Iqtaysadi tawun ki tanzeem ko taraqqi de gai,Positive,37,9
 Afghanistan kay bohran ko hal karanay mein madad die gai,Positive,47,11
 App ki raham dili aur darya dili apni aik shorat rakhti hai,Positive,48,13
 khalon mein unhain cricket  say lagaou hai,Positive,35,9
 Walid inhe mathematician ya scientist banana chahte the,Positive,48,9
 Lekin sarojini English poetry mein dilchaspi rakhti thin,Positive,49,9
 Bacha Khan ko Foji officer ki wardi pehenne ka shuq tha,Positive,45,12
 ye Alhaq 1947 mein azadi tek qaim raha,Positive,31,9
 Jahan inho ne mazeed taleem hasil ki,Positive,30,8
 Is ke ilawa huron ki jamat ke bhhi wo sarbarah the,Positive,40,12
 Jinhe barhi dilchaspi se parha jata tha,Positive,33,8
 Wo City Bank ke bhohat se zeli adaron ke board mein bhi rahe,Positive,48,14
 Hum ne khazan lota nahi bhara hai,Positive,27,8
5 billion rupe ka asal munafa hasil kiya,Positive,33,8
 Aap ka talluq aik khushhaal aur almi gharane se tha,Positive,42,11
 Wo kae baar Bengal kabina ke rukun muqarrar hue,Positive,39,10
 Iss kay baad alla taleem kay liye ,Positive,27,9
 Bachpan he se sahafat aur adab se munsalik rahe,Positive,39,10
 Akhbaraat mein mazameen likhne ka aaghaz kiya,Positive,39,8
 Apne khayalat ke ablaagh mein inhe maharat tamma hasil thi,Positive,49,11
 Jo us zamane ke lihaz se barhi baat thi,Positive,31,10
 Inho ne university ko hazaron rupey ke attiyat diye the,Positive,46,11
 1923 mein aik yatemm khana qaiym kiya,Positive,31,8
 Jise ijlaas ke shurkaa ne kasrat raaey se manzoor kiya tha,Positive,48,12
 Sabit qadam rehna,Positive,15,4
 Ye Sunnat-e-Hussain ( RA) hai jo hum pori kar rahe hai,Positive,44,12
 Wajah ye batai ke unho ne ghareebon ko naukriyan di hai,Positive,45,12
Hogay achi h,Positive,10,3
bhot kamal ka set hy..,Positive,18,5
 1953 mein in ka afsana Gadaria in ki shohrat ka baiys bana,Positive,47,13
 Ap ke walid aik ilm pasand aadmi the,Positive,29,9
 Ap ko 2 April 1955 ko riha kar diya gaya,Positive,31,11
 Aap ki yadgaar wo kitaben hain jo aap ne piche chori hain,Positive,46,13
 Us ki funi qabiliyat ki kise ne pazirai nahi ki,Positive,38,11
 Iss ke baad ye lafz taizi se maqbol hota chala gaya,Positive,41,12
Islam khatoon ki izat aur toqeer ka dars deta hai,Positive,40,10
Ye din khawateen ke hoqoq ki jid o jehad ki yad delata hai,Positive,46,13
Is tarikhi waqeye ne khawateen ki duniya badal di,Positive,41,9
Unhon ne lughat aur tarikh zaban tartib de,Positive,35,8
"Baba e Urdu mutale, mushahide aue mukalme ke adi the",Positive,43,10
Mutale ki adat un ki zindagi ka juz thi,Positive,31,9
"Akhbarat, risale aur tarikh par unki gehri nigah thi",Positive,44,9
Sidq aur nigar dilchaspi se parhte the,Positive,32,7
Jab parhte parhte thak jate to ehbab se parhwa kar sunte,Positive,46,11
Un ka naam Abdul Haq tha aur anjuman ka naam taraqi e Urdu,Positive,46,13
Un ki tehriron mein besakhtagi aur rawani hai,Positive,38,8
Un ki tehriron mein ba payan khulos paya jata hai,Positive,40,10
Taham Baba e Urdu ki marqa nigari is saqam se pak hai,Positive,42,12
Unhon ne beshumar mutaradifat bhi ejad kiye,Positive,37,7
Phir muaawza bhi thek thak milta hai,Positive,30,7
Is se zindagi ki garhi achi chal rahi hai,Positive,33,9
Yahan bohat mutmaiyn hon,Positive,21,4
Mene itni careem chalayi hia abhi tak fit nhi hua. ????,Positive,45,11
aisi videos yaar. So creative,Positive,25,5
dua Karo :p,Positive,9,3
Yaaaay.. hm patly ho k careem k drivers ko bataya kren gu,Positive,46,12
Ab ki na koi kam wali bat,Positive,19,7
ye cheezz????,Positive,12,2
Samj rahi ho? ??,Positive,13,4
please mjhe jitwa do ik,Positive,19,5
X ly ly promo offer chal rahi hai careem ki. ??,Positive,37,11
Oppo f5 nikla hai,Positive,14,4
khush hu jau kal 10 chakar lagana careem mn ??,Positive,37,10
Miley ga Miley ga,Positive,14,4
Wah,Positive,3,1
Adaaa,Positive,5,1
Is per tu Pakistan zindabad banta hai bhai,Positive,35,8
"Han main bhi krta hun,, PTCL BB aaraam say hojata hai",Positive,43,11
Zabardast,Positive,9,1
ahan nice janab,Positive,13,3
Yay mobile bhtreen hay,Positive,19,4
Acha phone hai bettry bhi achi hai look zabardast hai,Positive,44,10
bus dance chk karo tm,Positive,17,5
Arey yaar itna mai life me kabhi nahi hasa !!﻿,Positive,37,10
Ya ALLAH kram kry ameen,Positive,19,5
"Allah sb ko asi nagehaani afat se mhfooz rkhe, ameeeen!😓",Positive,47,10
Ab Mola Ali a.s k naam pr yh kya naya tamasha khara ho gya hy?,Positive,48,15
Kas esi public hamare desh me bhi hoti,Positive,31,8
 Tamaam arakeen mma Jo dobara mutahid ho rahey Hain ,Positive,44,9
Hahaha nawaz shaeef ka paisa pakra giya,Positive,33,7
 Insaniyat thi shukar ha fire nahi kiya...,Positive,36,7
mola hum sub ko zirat naseeb karin ameen,Positive,33,8
Allah panah day asay khoni janvar say ameen,Positive,36,8
Hahaha next try k lye best of luck,Positive,27,8
 Jisy ALLAH rkhy usy kch nhi ho sakta,Positive,30,8
Lekin is se mujhe koi farq nahi parhta,Positive,31,8
Mera focus apne kaam ki taraf hai,Positive,27,7
Jis ko jari rakhongi,Positive,17,4
Jis ke liye Malaysia mien bhi kuch photo shoot kiye jaenge,Positive,48,11
Abhi bhi is ko behtar kiya ja sakta hai,Positive,31,9
Main ne past mien jo kaam kiya wo logon ko aaj tak yaad hai,Positive,46,14
 main chahon gi ke is record ko mazid behtar banao,Positive,40,11
 main chahon gi ke is record ko mazid behtar banao,Positive,40,11
unki mehnat rang lai aur qismat neb hi un ka khoob sath deya,Positive,48,13
pehle unhon ne US open jeeta aur phir candian open ,Positive,41,11
 Jis ka faida qaumi team ko pohanchta hai,Positive,33,9
agr wo aysa bolyn to kaisa hoga.. ❤😜😃,Positive,30,8
Beshak,Positive,6,1
Beshaq.........khush naseeb h wo log...😭😭😭,Positive,38,5
Beshak allah pak meri ammi ko salamt rakhy ameen,Positive,40,9
Beshak Allah pak Waldain ko salam rakhy Ameen,Positive,38,8
Allah pak hr ksi ki maoan ko salamat rakhay r sahat ata karay,Positive,49,13
Meri Ami tu Batati hain AlhamdoLillah,Positive,32,6
Bhai lajawab,Positive,11,2
 Farooq ki acting mien aik tarah ka thehrao numayan tha,Positive,45,11
 Jo unhe art film ke liye mauzoo banata tha,Positive,34,10
 Jis ka aiteraf yeh khud bhi karte the,Positive,30,9
 Aesi pazeerai na milne ka qalq mujhe kabhi nahi raha,Positive,43,11
 In ke walid aik kamiyab wakeel the,Positive,28,8
 Bataur director Sathewan ki bhi yeh awwaleen film thi,Positive,45,10
 Farooq Sheikh ki wajah shohrat agarcha art films hain,Positive,45,10
 Magar Deepti Navil ke sath in ki jorhi boat maqbool hui,Positive,45,12
Amaya mien in ki jorhi ki performance se mehfooz hue,Positive,43,10
 Farooq Sheikh ne Shabana Aazmi ke sath bhi kae films ki,Positive,45,12
 Us dauran stage se in ka nata nahi toota tha,Positive,35,11
 Yeh drama 12 saal tak pesh kiya jata raha tha,Positive,36,11
 Box Office par yeh film kamiyab qarar di ja chuki hai,Positive,43,12
Yeh kahani inho ne sirf 20 ghanton mein mukammal kit hi,Positive,45,11
Inayat Hussain Bhatti ki samaji khidmat bhi hain,Positive,41,8
Ye saal un ki zindagi ka sunheri saal sabit howa,Positive,39,10
Tahum 11 baras bad bhi ab tak un par ilzam sabit nahi ho saka,Positive,48,14
Lekin in dono se ziyada Versatile filmy singer the,Positive,42,9
Mujhe dhehli dhali T shirts aur jeans pasand hain,Positive,41,9
Jis ke bad un ki fimon ki kamyabi ka silsila shuru ho gaya,Positive,46,13
Un ke 3 bache hain jab ke unhon ne 3 bache god bhi liye hain,Positive,46,15
Usi waqt tak in ka kaam mehaz shauqia samjha ja raha tha,Positive,45,12
Jo tahaal pori raftaar ke sath jari hai,Positive,32,8
Jinhe bilamoom saraha jata hai,Positive,26,5
In mein se beshtar bpx office par kamiyab rahi hain,Positive,42,10
  Mujhe paisa banane se nahi  films banane se dilchaspi hai,Positive,48,13
Walid se in ki qurbat aur wabistagi bohat gehri thi,Positive,42,10
Jis mein wo khasey kamiyab rahe,Positive,26,6
Jis ke tehat wo kae kamiyab films bana chuke hain,Positive,40,10
Shahrukh khan ki kamiyab tareen films ke naam yeh hain,Positive,45,10
Inhe bachpan se he singing ka shauq tha,Positive,32,8
Tab aik sadabahar geet ne janam liya,Positive,30,7
Isi liye inho ne films mein kam gaya lekin khob gaya,Positive,42,11
Jin ka shumar sadabahar geeton mein hota hai,Positive,37,8
Film Ishq Laila ke geeton ne to har taraf dhoom macha di thi,Positive,48,13
Mujhe aisa laga ke jaise moti tapak rahe hain,Positive,37,9
Zia Mohyeddin se meri dosti barson par muheet hai,Positive,41,9
Sakht sharmilapan aur namood o numaiysh ki khuwahish,Positive,45,8
lekin is ki wahaj talent ya practice ki kami nahi hai ,Positive,43,12
Wo aik behtareen sprinter aur jumper hain,Positive,35,7
Is waqat M,Positive,8,3
"Rote hue aate hain sab, hansta hua jo jaega,,,",Positive,38,9
      Wo muqaddar ka sikander… Janemann kehlaega…,Positive,38,12
 Itna kisi hum asar batsman ne na kiya hoga,Positive,34,10
In ka sab se barha test score 188 runs not out raha,Positive,40,12
 Saeed Anwar ne 247 one day international matches mein 39,Positive,47,11
Is yadgaar innings mein 22 fours aur 5 sixes bhi shamil the,Positive,48,12
Yeh Saeed Anwar ka din tha,Positive,21,6
 Jab inho ne Indian balling ka bharkas nikaal diya tha,Positive,44,11
 Javed Miandad ko bachpan se circket ka mahoul mila,Positive,42,10
 Javed Miandad ne is test ko jitane mein aham kirdar ada kiya,Positive,49,13
 Asif Iqbal ka sath Miandad ki inning qabil e deed thi,Positive,43,12
 Iss liye in ko Miandad ka sath le kar kamiyabi hasil huwe,Positive,46,13
  Javed Miandad in dino apne career ka urroj per thay,Positive,42,12
 Jis ke ineqad ke leye kai mumalik khuwahishmand the,Positive,43,10
 Tahum qura e fal Brazil ke naam nikla,Positive,30,9
Lekin nisaab se charhti aur shaiyri se ishq,Positive,36,8
15 saal ki umar se Mashq-e-Sukhan shuru ki,Positive,35,8
Mirz Ghalib ki zati zindagi bhi masaib se pur rahi,Positive,41,10
Ghalib ki shakhsiyat mushkil dor mein parwan charhi,Positive,44,8
Mirza Ghalib ki shayari Ghalib ki shakhsiyat se photi hai,Positive,48,10
Ghalib ne darasal urdu ko zinda rakha hai,Positive,34,8
Un ke har sher mein jahan e mani poshidah hota hai,Positive,40,11
har fankar ko create ya recreate kana parta hai,Positive,39,9
Mirza Ghalib ne shayari mein pora slob hi takhliq kar dala,Positive,48,11
Ghalib hama jahat takhliqi fankar the,Positive,32,6
